file,source,label,group,split
malignant (56).png,BUSI,malignant,732,val
malignant (57).png,BUSI,malignant,733,train
malignant (58).png,BUSI,malignant,734,test
malignant (59).png,BUSI,malignant,735,train
malignant (6).png,BUSI,malignant,736,train
malignant (60).png,BUSI,malignant,737,train
malignant (61).png,BUSI,malignant,738,train
malignant (62).png,BUSI,malignant,739,val
malignant (63).png,BUSI,malignant,740,train
malignant (64).png,BUSI,malignant,741,train
malignant (65).png,BUSI,malignant,742,train
malignant (66).png,BUSI,malignant,743,test
malignant (67).png,BUSI,malignant,744,train
malignant (68).png,BUSI,malignant,745,val
malignant (69).png,BUSI,malignant,746,train
malignant (7).png,BUSI,malignant,747,train
malignant (70).png,BUSI,malignant,748,train
malignant (71).png,BUSI,malignant,749,test
malignant (72).png,BUSI,malignant,750,train
malignant (73).png,BUSI,malignant,751,train
malignant (74).png,BUSI,malignant,752,train
malignant (75).png,BUSI,malignant,753,train
malignant (76).png,BUSI,malignant,754,train
malignant (77).png,BUSI,malignant,755,train
malignant (78).png,BUSI,malignant,756,train
malignant (79).png,BUSI,malignant,757,train
malignant (8).png,BUSI,malignant,758,val
malignant (80).png,BUSI,malignant,759,train
malignant (81).png,BUSI,malignant,760,test
malignant (82).png,BUSI,malignant,761,train
malignant (83).png,BUSI,malignant,762,val
malignant (84).png,BUSI,malignant,763,train
malignant (85).png,BUSI,malignant,764,train
malignant (86).png,BUSI,malignant,765,train
malignant (87).png,BUSI,malignant,766,train
malignant (88).png,BUSI,malignant,767,test
malignant (89).png,BUSI,malignant,768,test
malignant (9).png,BUSI,malignant,769,train
malignant (90).png,BUSI,malignant,770,train
malignant (91).png,BUSI,malignant,771,val
malignant (92).png,BUSI,malignant,772,train
malignant (94).png,BUSI,malignant,774,train
malignant (95).png,BUSI,malignant,775,train
malignant (96).png,BUSI,malignant,776,test
malignant (97).png,BUSI,malignant,777,val
malignant (98).png,BUSI,malignant,778,train
malignant (99).png,BUSI,malignant,779,train
case001.png,BrEaST,benign,780,train
case002.png,BrEaST,benign,781,train
case003.png,BrEaST,benign,782,val
case004.png,BrEaST,benign,783,train
case005.png,BrEaST,malignant,784,train
case006.png,BrEaST,benign,785,train
case007.png,BrEaST,malignant,786,val
case008.png,BrEaST,malignant,787,test
case009.png,BrEaST,benign,788,train
case010.png,BrEaST,malignant,789,train
case011.png,BrEaST,malignant,790,train
case012.png,BrEaST,malignant,791,train
case013.png,BrEaST,malignant,792,train
case014.png,BrEaST,benign,793,val
case015.png,BrEaST,benign,794,test
case016.png,BrEaST,benign,795,train
case017.png,BrEaST,benign,796,val
case018.png,BrEaST,benign,797,train
case019.png,BrEaST,benign,798,train
case020.png,BrEaST,benign,799,train
case021.png,BrEaST,benign,800,train
case022.png,BrEaST,benign,801,test
case023.png,BrEaST,benign,802,train
case024.png,BrEaST,benign,803,train
case025.png,BrEaST,benign,804,train
case026.png,BrEaST,malignant,805,train
case027.png,BrEaST,malignant,806,train
case028.png,BrEaST,benign,807,train
case029.png,BrEaST,benign,808,val
case030.png,BrEaST,benign,809,train
case031.png,BrEaST,benign,810,train
case032.png,BrEaST,malignant,811,train
case033.png,BrEaST,benign,812,train
case034.png,BrEaST,malignant,813,test
case035.png,BrEaST,malignant,814,train
case036.png,BrEaST,benign,815,val
case037.png,BrEaST,benign,816,train
case038.png,BrEaST,benign,817,train
case039.png,BrEaST,benign,818,train
case040.png,BrEaST,benign,819,train
case041.png,BrEaST,benign,820,train
case042.png,BrEaST,benign,821,train
case043.png,BrEaST,benign,822,train
case044.png,BrEaST,benign,823,train
case045.png,BrEaST,normal,824,test
case046.png,BrEaST,malignant,825,val
case047.png,BrEaST,benign,826,train
case048.png,BrEaST,benign,827,train
case049.png,BrEaST,benign,828,train
case050.png,BrEaST,malignant,829,train
case051.png,BrEaST,benign,830,test
case052.png,BrEaST,benign,831,train
case053.png,BrEaST,malignant,832,test
case054.png,BrEaST,benign,833,train
case055.png,BrEaST,malignant,834,test
case056.png,BrEaST,benign,835,train
case057.png,BrEaST,benign,836,val
case058.png,BrEaST,malignant,837,train
case059.png,BrEaST,benign,838,train
case060.png,BrEaST,malignant,839,test
case061.png,BrEaST,normal,840,val
case062.png,BrEaST,benign,841,train
case063.png,BrEaST,malignant,842,train
case064.png,BrEaST,benign,843,val
case065.png,BrEaST,benign,844,train
case066.png,BrEaST,malignant,845,train
case067.png,BrEaST,malignant,846,train
case068.png,BrEaST,benign,847,train
case069.png,BrEaST,benign,848,test
case070.png,BrEaST,benign,849,train
case071.png,BrEaST,benign,850,val
case072.png,BrEaST,malignant,851,train
case073.png,BrEaST,benign,852,train
case074.png,BrEaST,benign,853,train
case075.png,BrEaST,malignant,854,train
case076.png,BrEaST,malignant,855,test
case077.png,BrEaST,benign,856,val
case078.png,BrEaST,benign,857,train
case079.png,BrEaST,malignant,858,train
case080.png,BrEaST,benign,859,train
case081.png,BrEaST,benign,860,train
case082.png,BrEaST,malignant,861,train
case083.png,BrEaST,benign,862,train
case084.png,BrEaST,benign,863,val
case085.png,BrEaST,benign,864,train
case086.png,BrEaST,malignant,865,test
case087.png,BrEaST,malignant,866,train
case088.png,BrEaST,malignant,867,train
case089.png,BrEaST,malignant,868,train
case090.png,BrEaST,malignant,869,train
case091.png,BrEaST,benign,870,test
case092.png,BrEaST,benign,871,train
case093.png,BrEaST,benign,872,train
case094.png,BrEaST,malignant,873,val
case095.png,BrEaST,benign,874,train
case096.png,BrEaST,benign,875,train
case097.png,BrEaST,benign,876,train
case098.png,BrEaST,benign,877,train
case099.png,BrEaST,malignant,878,train
case100.png,BrEaST,benign,879,train
case101.png,BrEaST,malignant,880,test
case102.png,BrEaST,malignant,881,test
case103.png,BrEaST,malignant,882,val
case104.png,BrEaST,benign,883,val
case105.png,BrEaST,malignant,884,train
case106.png,BrEaST,malignant,885,train
case107.png,BrEaST,malignant,886,train
case108.png,BrEaST,benign,887,train
case109.png,BrEaST,malignant,888,train
case110.png,BrEaST,benign,889,train
case111.png,BrEaST,malignant,890,train
case112.png,BrEaST,malignant,891,test
case113.png,BrEaST,malignant,892,train
case114.png,BrEaST,malignant,893,train
case115.png,BrEaST,benign,894,train
case116.png,BrEaST,benign,895,train
case117.png,BrEaST,malignant,896,train
case118.png,BrEaST,benign,897,train
case119.png,BrEaST,benign,898,val
case120.png,BrEaST,benign,899,train
case121.png,BrEaST,malignant,900,test
case122.png,BrEaST,benign,901,train
case123.png,BrEaST,benign,902,val
case124.png,BrEaST,benign,903,train
case125.png,BrEaST,malignant,904,train
case126.png,BrEaST,benign,905,train
case127.png,BrEaST,malignant,906,train
case128.png,BrEaST,malignant,907,train
case129.png,BrEaST,benign,908,test
case130.png,BrEaST,malignant,909,val
case131.png,BrEaST,benign,910,train
case132.png,BrEaST,malignant,911,train
case133.png,BrEaST,malignant,912,train
case134.png,BrEaST,benign,913,train
case135.png,BrEaST,benign,914,val
case136.png,BrEaST,benign,915,train
case137.png,BrEaST,benign,916,train
case138.png,BrEaST,benign,917,train
case139.png,BrEaST,benign,918,test
case140.png,BrEaST,benign,919,train
case141.png,BrEaST,benign,920,train
case142.png,BrEaST,benign,921,train
case143.png,BrEaST,benign,922,train
case144.png,BrEaST,malignant,923,train
case145.png,BrEaST,malignant,924,test
case146.png,BrEaST,benign,925,train
case147.png,BrEaST,malignant,926,val
case148.png,BrEaST,malignant,927,train
case149.png,BrEaST,malignant,928,train
case150.png,BrEaST,malignant,929,train
case151.png,BrEaST,benign,930,train
case152.png,BrEaST,benign,931,test
case153.png,BrEaST,malignant,932,val
case154.png,BrEaST,malignant,933,train
case155.png,BrEaST,benign,934,test
case156.png,BrEaST,benign,935,train
case157.png,BrEaST,benign,936,train
case158.png,BrEaST,malignant,937,val
case159.png,BrEaST,benign,938,train
case160.png,BrEaST,malignant,939,train
case161.png,BrEaST,benign,940,train
case162.png,BrEaST,benign,941,train
case163.png,BrEaST,benign,942,test
case164.png,BrEaST,malignant,943,train
case165.png,BrEaST,benign,944,train
case166.png,BrEaST,benign,945,val
case167.png,BrEaST,benign,946,train
case168.png,BrEaST,benign,947,train
case169.png,BrEaST,benign,948,train
case170.png,BrEaST,malignant,949,train
case171.png,BrEaST,benign,950,train
case172.png,BrEaST,malignant,951,test
case173.png,BrEaST,malignant,952,val
case174.png,BrEaST,malignant,953,test
case175.png,BrEaST,benign,954,train
case176.png,BrEaST,malignant,955,train
case177.png,BrEaST,benign,956,train
case178.png,BrEaST,benign,957,train
case179.png,BrEaST,benign,958,train
case180.png,BrEaST,benign,959,train
case181.png,BrEaST,benign,960,train
case182.png,BrEaST,benign,961,test
case183.png,BrEaST,benign,962,val
case184.png,BrEaST,benign,963,train
case185.png,BrEaST,benign,964,train
case186.png,BrEaST,benign,965,train
case187.png,BrEaST,benign,966,train
case188.png,BrEaST,benign,967,train
case189.png,BrEaST,benign,968,test
case190.png,BrEaST,malignant,969,train
case191.png,BrEaST,benign,970,train
case192.png,BrEaST,benign,971,val
case193.png,BrEaST,benign,972,val
case194.png,BrEaST,benign,973,train
case195.png,BrEaST,malignant,974,train
case196.png,BrEaST,benign,975,test
case197.png,BrEaST,benign,976,val
case198.png,BrEaST,malignant,977,train
case199.png,BrEaST,malignant,978,test
case200.png,BrEaST,benign,979,train
case201.png,BrEaST,benign,980,train
case202.png,BrEaST,benign,981,train
case203.png,BrEaST,benign,982,train
case204.png,BrEaST,benign,983,train
case205.png,BrEaST,malignant,984,test
case206.png,BrEaST,malignant,985,train
case207.png,BrEaST,benign,986,val
case208.png,BrEaST,benign,987,train
case209.png,BrEaST,normal,988,train
case210.png,BrEaST,benign,989,train
case211.png,BrEaST,malignant,990,train
case212.png,BrEaST,malignant,991,val
case213.png,BrEaST,normal,992,train
case214.png,BrEaST,benign,993,train
case215.png,BrEaST,benign,994,train
case216.png,BrEaST,benign,995,test
case217.png,BrEaST,benign,996,train
case218.png,BrEaST,malignant,997,val
case219.png,BrEaST,malignant,998,train
case220.png,BrEaST,benign,999,train
case221.png,BrEaST,malignant,1000,train
case222.png,BrEaST,benign,1001,train
case223.png,BrEaST,benign,1002,test
case224.png,BrEaST,benign,1003,train
case225.png,BrEaST,malignant,1004,train
case226.png,BrEaST,malignant,1005,train
case227.png,BrEaST,malignant,1006,val
case228.png,BrEaST,malignant,1007,train
case229.png,BrEaST,benign,1008,test
case230.png,BrEaST,malignant,1009,train
case231.png,BrEaST,benign,1010,train
case232.png,BrEaST,benign,1011,train
case233.png,BrEaST,malignant,1012,val
case234.png,BrEaST,malignant,1013,train
case235.png,BrEaST,benign,1014,train
case236.png,BrEaST,benign,1015,val
case237.png,BrEaST,benign,1016,train
case238.png,BrEaST,malignant,1017,train
case239.png,BrEaST,malignant,1018,train
case240.png,BrEaST,benign,1019,train
case241.png,BrEaST,benign,1020,test
case242.png,BrEaST,benign,1021,val
case243.png,BrEaST,malignant,1022,train
case244.png,BrEaST,malignant,1023,train
case245.png,BrEaST,malignant,1024,train
case246.png,BrEaST,benign,1025,train
case247.png,BrEaST,malignant,1026,train
case248.png,BrEaST,malignant,1027,test
case249.png,BrEaST,malignant,1028,train
case250.png,BrEaST,malignant,1029,train
case251.png,BrEaST,malignant,1030,train
case252.png,BrEaST,benign,1031,train
case253.png,BrEaST,benign,1032,train
case254.png,BrEaST,malignant,1033,val
case255.png,BrEaST,malignant,1034,train
case256.png,BrEaST,benign,1035,train
