source,file,split
BrEaST,case236.png,val
BrEaST,case237.png,train
BrEaST,case238.png,train
BrEaST,case239.png,train
BrEaST,case240.png,train
BrEaST,case241.png,test
BrEaST,case242.png,val
BrEaST,case243.png,train
BrEaST,case244.png,train
BrEaST,case245.png,train
BrEaST,case246.png,train
BrEaST,case247.png,train
BrEaST,case248.png,test
BrEaST,case249.png,train
BrEaST,case250.png,train
BrEaST,case251.png,train
BrEaST,case252.png,train
BrEaST,case253.png,train
BrEaST,case254.png,val
BrEaST,case255.png,train
BrEaST,case256.png,train
BUS-BRA,bus_0001-l.png,test
BUS-BRA,bus_0001-r.png,test
BUS-BRA,bus_0002-l.png,test
BUS-BRA,bus_0002-r.png,test
BUS-BRA,bus_0003-l.png,train
BUS-BRA,bus_0003-r.png,train
BUS-BRA,bus_0004-l.png,test
BUS-BRA,bus_0004-r.png,test
BUS-BRA,bus_0005-l.png,val
BUS-BRA,bus_0005-r.png,val
BUS-BRA,bus_0006-s.png,test
BUS-BRA,bus_0007-l.png,val
BUS-BRA,bus_0007-r.png,val
BUS-BRA,bus_0008-l.png,train
BUS-BRA,bus_0008-r.png,train
BUS-BRA,bus_0009-l.png,train
BUS-BRA,bus_0009-r.png,train
BUS-BRA,bus_0010-l.png,train
BUS-BRA,bus_0010-r.png,train
BUS-BRA,bus_0011-l.png,test
BUS-BRA,bus_0011-r.png,test
BUS-BRA,bus_0012-l.png,train
BUS-BRA,bus_0012-r.png,train
BUS-BRA,bus_0013-l.png,train
BUS-BRA,bus_0013-r.png,train
BUS-BRA,bus_0014-s.png,test
BUS-BRA,bus_0015-s.png,test
BUS-BRA,bus_0016-l.png,val
BUS-BRA,bus_0016-r.png,val
BUS-BRA,bus_0017-s.png,train
BUS-BRA,bus_0018-s.png,test
BUS-BRA,bus_0019-l.png,train
BUS-BRA,bus_0019-r.png,train
BUS-BRA,bus_0020-l.png,train
BUS-BRA,bus_0020-r.png,train
BUS-BRA,bus_0021-l.png,train
BUS-BRA,bus_0021-r.png,train
BUS-BRA,bus_0022-l.png,train
BUS-BRA,bus_0022-r.png,train
BUS-BRA,bus_0023-l.png,train
BUS-BRA,bus_0023-r.png,train
BUS-BRA,bus_0024-l.png,train
BUS-BRA,bus_0024-r.png,train
BUS-BRA,bus_0025-l.png,val
BUS-BRA,bus_0025-r.png,val
BUS-BRA,bus_0026-s.png,train
BUS-BRA,bus_0027-l.png,train
BUS-BRA,bus_0027-r.png,train
BUS-BRA,bus_0028-l.png,train
BUS-BRA,bus_0028-r.png,train
BUS-BRA,bus_0029-s.png,test
BUS-BRA,bus_0030-s.png,train
BUS-BRA,bus_0031-s.png,test
BUS-BRA,bus_0032-l.png,test
BUS-BRA,bus_0032-r.png,test
BUS-BRA,bus_0033-l.png,val
BUS-BRA,bus_0033-r.png,val
BUS-BRA,bus_0034-l.png,train
BUS-BRA,bus_0034-r.png,train
BUS-BRA,bus_0035-l.png,train
BUS-BRA,bus_0035-r.png,train
BUS-BRA,bus_0036-l.png,train
BUS-BRA,bus_0036-r.png,train
BUS-BRA,bus_0037-s.png,train
BUS-BRA,bus_0038-s.png,train
BUS-BRA,bus_0039-l.png,train
BUS-BRA,bus_0039-r.png,train
BUS-BRA,bus_0040-s.png,train
BUS-BRA,bus_0041-l.png,train
BUS-BRA,bus_0041-r.png,train
BUS-BRA,bus_0042-l.png,train
BUS-BRA,bus_0042-r.png,train
BUS-BRA,bus_0043-s.png,test
BUS-BRA,bus_0044-l.png,train
BUS-BRA,bus_0044-r.png,train
BUS-BRA,bus_0045-l.png,test
BUS-BRA,bus_0045-r.png,test
BUS-BRA,bus_0046-l.png,val
BUS-BRA,bus_0046-r.png,val
BUS-BRA,bus_0047-l.png,train
BUS-BRA,bus_0047-r.png,train
BUS-BRA,bus_0048-l.png,test
BUS-BRA,bus_0048-r.png,test
BUS-BRA,bus_0049-l.png,train
BUS-BRA,bus_0049-r.png,train
BUS-BRA,bus_0050-l.png,train
BUS-BRA,bus_0050-r.png,train
BUS-BRA,bus_0051-l.png,train
BUS-BRA,bus_0051-r.png,train
BUS-BRA,bus_0052-l.png,train
BUS-BRA,bus_0052-r.png,train
BUS-BRA,bus_0053-l.png,test
BUS-BRA,bus_0053-r.png,test
BUS-BRA,bus_0054-s.png,train
BUS-BRA,bus_0055-l.png,train
BUS-BRA,bus_0055-r.png,train
BUS-BRA,bus_0056-l.png,test
BUS-BRA,bus_0056-r.png,test
BUS-BRA,bus_0057-l.png,test
BUS-BRA,bus_0057-r.png,test
BUS-BRA,bus_0058-l.png,test
BUS-BRA,bus_0058-r.png,test
BUS-BRA,bus_0059-l.png,train
BUS-BRA,bus_0059-r.png,train
BUS-BRA,bus_0060-l.png,test
BUS-BRA,bus_0060-r.png,test
BUS-BRA,bus_0061-l.png,val
BUS-BRA,bus_0061-r.png,val
BUS-BRA,bus_0062-l.png,train
BUS-BRA,bus_0062-r.png,train
BUS-BRA,bus_0063-s.png,train
BUS-BRA,bus_0064-s.png,train
BUS-BRA,bus_0065-l.png,train
BUS-BRA,bus_0065-r.png,train
BUS-BRA,bus_0066-l.png,train
BUS-BRA,bus_0066-r.png,train
BUS-BRA,bus_0067-l.png,train
BUS-BRA,bus_0067-r.png,train
BUS-BRA,bus_0068-l.png,train
BUS-BRA,bus_0068-r.png,train
BUS-BRA,bus_0069-l.png,train
BUS-BRA,bus_0069-r.png,train
BUS-BRA,bus_0070-l.png,test
BUS-BRA,bus_0070-r.png,test
BUS-BRA,bus_0071-l.png,test
BUS-BRA,bus_0071-r.png,test
BUS-BRA,bus_0072-l.png,train
BUS-BRA,bus_0072-r.png,train
BUS-BRA,bus_0073-l.png,test
BUS-BRA,bus_0073-r.png,test
BUS-BRA,bus_0074-s.png,train
BUS-BRA,bus_0075-l.png,test
BUS-BRA,bus_0075-r.png,test
BUS-BRA,bus_0076-l.png,test
BUS-BRA,bus_0076-r.png,test
BUS-BRA,bus_0077-s.png,val
BUS-BRA,bus_0078-s.png,train
BUS-BRA,bus_0079-l.png,test
BUS-BRA,bus_0079-r.png,test
BUS-BRA,bus_0080-l.png,train
BUS-BRA,bus_0080-r.png,train
BUS-BRA,bus_0081-s.png,train
BUS-BRA,bus_0082-s.png,val
BUS-BRA,bus_0083-l.png,train
BUS-BRA,bus_0083-r.png,train
BUS-BRA,bus_0084-l.png,train
BUS-BRA,bus_0084-r.png,train
BUS-BRA,bus_0085-l.png,test
BUS-BRA,bus_0085-r.png,test
BUS-BRA,bus_0086-l.png,train
BUS-BRA,bus_0086-r.png,train
BUS-BRA,bus_0087-l.png,test
BUS-BRA,bus_0087-r.png,test
BUS-BRA,bus_0088-s.png,train
BUS-BRA,bus_0089-s.png,train
BUS-BRA,bus_0090-l.png,train
BUS-BRA,bus_0090-r.png,train
BUS-BRA,bus_0091-l.png,test
BUS-BRA,bus_0091-r.png,test
BUS-BRA,bus_0092-l.png,val
BUS-BRA,bus_0092-r.png,val
BUS-BRA,bus_0093-s.png,train
BUS-BRA,bus_0094-l.png,train
BUS-BRA,bus_0094-r.png,train
BUS-BRA,bus_0095-s.png,train
BUS-BRA,bus_0096-s.png,train
BUS-BRA,bus_0097-l.png,train
BUS-BRA,bus_0097-r.png,train
BUS-BRA,bus_0098-l.png,train
BUS-BRA,bus_0098-r.png,train
BUS-BRA,bus_0099-l.png,test
BUS-BRA,bus_0099-r.png,test
BUS-BRA,bus_0100-l.png,test
BUS-BRA,bus_0100-r.png,test
BUS-BRA,bus_0101-l.png,test
BUS-BRA,bus_0101-r.png,test
BUS-BRA,bus_0102-l.png,train
BUS-BRA,bus_0102-r.png,train
BUS-BRA,bus_0103-s.png,train
BUS-BRA,bus_0104-s.png,val
BUS-BRA,bus_0105-l.png,train
BUS-BRA,bus_0105-r.png,train
BUS-BRA,bus_0106-l.png,train
BUS-BRA,bus_0106-r.png,train
BUS-BRA,bus_0107-l.png,train
BUS-BRA,bus_0107-r.png,train
BUS-BRA,bus_0108-l.png,train
BUS-BRA,bus_0108-r.png,train
BUS-BRA,bus_0109-s.png,test
BUS-BRA,bus_0110-l.png,train
BUS-BRA,bus_0110-r.png,train
BUS-BRA,bus_0111-l.png,test
BUS-BRA,bus_0111-r.png,test
BUS-BRA,bus_0112-l.png,train
BUS-BRA,bus_0112-r.png,train
BUS-BRA,bus_0113-s.png,train
BUS-BRA,bus_0114-s.png,test
BUS-BRA,bus_0115-l.png,val
BUS-BRA,bus_0115-r.png,val
BUS-BRA,bus_0116-l.png,train
BUS-BRA,bus_0116-r.png,train
BUS-BRA,bus_0117-l.png,train
BUS-BRA,bus_0117-r.png,train
BUS-BRA,bus_0118-l.png,train
BUS-BRA,bus_0118-r.png,train
BUS-BRA,bus_0119-l.png,train
BUS-BRA,bus_0119-r.png,train
BUS-BRA,bus_0120-l.png,train
BUS-BRA,bus_0120-r.png,train
BUS-BRA,bus_0121-s.png,test
BUS-BRA,bus_0122-s.png,test
BUS-BRA,bus_0123-l.png,test
BUS-BRA,bus_0123-r.png,test
BUS-BRA,bus_0124-l.png,train
BUS-BRA,bus_0124-r.png,train
BUS-BRA,bus_0125-l.png,train
BUS-BRA,bus_0125-r.png,train
BUS-BRA,bus_0126-s.png,train
BUS-BRA,bus_0127-s.png,val
BUS-BRA,bus_0128-s.png,train
BUS-BRA,bus_0129-l.png,train
BUS-BRA,bus_0129-r.png,train
BUS-BRA,bus_0130-l.png,train
BUS-BRA,bus_0130-r.png,train
BUS-BRA,bus_0131-l.png,test
BUS-BRA,bus_0131-r.png,test
BUS-BRA,bus_0132-l.png,test
BUS-BRA,bus_0132-r.png,test
BUS-BRA,bus_0133-l.png,test
BUS-BRA,bus_0133-r.png,test
BUS-BRA,bus_0134-l.png,test
BUS-BRA,bus_0134-r.png,test
BUS-BRA,bus_0135-l.png,test
BUS-BRA,bus_0135-r.png,test
BUS-BRA,bus_0136-l.png,test
BUS-BRA,bus_0136-r.png,test
BUS-BRA,bus_0137-l.png,train
BUS-BRA,bus_0137-r.png,train
BUS-BRA,bus_0138-s.png,val
BUS-BRA,bus_0139-l.png,val
BUS-BRA,bus_0139-r.png,val
BUS-BRA,bus_0140-l.png,train
BUS-BRA,bus_0140-r.png,train
BUS-BRA,bus_0141-l.png,train
BUS-BRA,bus_0141-r.png,train
BUS-BRA,bus_0142-l.png,train
BUS-BRA,bus_0142-r.png,train
BUS-BRA,bus_0143-l.png,train
BUS-BRA,bus_0143-r.png,train
BUS-BRA,bus_0144-l.png,train
BUS-BRA,bus_0144-r.png,train
BUS-BRA,bus_0145-l.png,train
BUS-BRA,bus_0145-r.png,train
BUS-BRA,bus_0146-l.png,train
BUS-BRA,bus_0146-r.png,train
BUS-BRA,bus_0147-l.png,train
BUS-BRA,bus_0147-r.png,train
BUS-BRA,bus_0148-l.png,train
BUS-BRA,bus_0148-r.png,train
BUS-BRA,bus_0149-l.png,test
BUS-BRA,bus_0149-r.png,test
BUS-BRA,bus_0150-l.png,test
BUS-BRA,bus_0150-r.png,test
BUS-BRA,bus_0151-l.png,val
BUS-BRA,bus_0151-r.png,val
BUS-BRA,bus_0152-l.png,test
BUS-BRA,bus_0152-r.png,test
BUS-BRA,bus_0153-l.png,train
BUS-BRA,bus_0153-r.png,train
BUS-BRA,bus_0154-l.png,train
BUS-BRA,bus_0154-r.png,train
BUS-BRA,bus_0155-l.png,test
BUS-BRA,bus_0155-r.png,test
BUS-BRA,bus_0156-l.png,train
BUS-BRA,bus_0156-r.png,train
BUS-BRA,bus_0157-l.png,train
BUS-BRA,bus_0157-r.png,train
BUS-BRA,bus_0158-l.png,train
BUS-BRA,bus_0158-r.png,train
BUS-BRA,bus_0159-l.png,train
BUS-BRA,bus_0159-r.png,train
BUS-BRA,bus_0160-l.png,train
BUS-BRA,bus_0160-r.png,train
BUS-BRA,bus_0161-l.png,train
BUS-BRA,bus_0161-r.png,train
BUS-BRA,bus_0162-l.png,test
BUS-BRA,bus_0162-r.png,test
BUS-BRA,bus_0163-l.png,test
BUS-BRA,bus_0163-r.png,test
BUS-BRA,bus_0164-l.png,train
BUS-BRA,bus_0164-r.png,train
BUS-BRA,bus_0165-l.png,test
BUS-BRA,bus_0165-r.png,test
BUS-BRA,bus_0166-l.png,val
BUS-BRA,bus_0166-r.png,val
BUS-BRA,bus_0167-l.png,train
BUS-BRA,bus_0167-r.png,train
BUS-BRA,bus_0168-l.png,train
BUS-BRA,bus_0168-r.png,train
BUS-BRA,bus_0169-l.png,train
BUS-BRA,bus_0169-r.png,train
BUS-BRA,bus_0170-l.png,train
BUS-BRA,bus_0170-r.png,train
BUS-BRA,bus_0171-l.png,train
BUS-BRA,bus_0171-r.png,train
BUS-BRA,bus_0172-l.png,train
BUS-BRA,bus_0172-r.png,train
BUS-BRA,bus_0173-l.png,train
BUS-BRA,bus_0173-r.png,train
BUS-BRA,bus_0174-l.png,test
BUS-BRA,bus_0174-r.png,test
BUS-BRA,bus_0175-l.png,test
BUS-BRA,bus_0175-r.png,test
BUS-BRA,bus_0176-l.png,train
BUS-BRA,bus_0176-r.png,train
BUS-BRA,bus_0177-l.png,test
BUS-BRA,bus_0177-r.png,test
BUS-BRA,bus_0178-l.png,test
BUS-BRA,bus_0178-r.png,test
BUS-BRA,bus_0179-l.png,val
BUS-BRA,bus_0179-r.png,val
BUS-BRA,bus_0180-l.png,train
BUS-BRA,bus_0180-r.png,train
BUS-BRA,bus_0181-s.png,train
BUS-BRA,bus_0182-l.png,train
BUS-BRA,bus_0182-r.png,train
BUS-BRA,bus_0183-l.png,train
BUS-BRA,bus_0183-r.png,train
BUS-BRA,bus_0184-l.png,train
BUS-BRA,bus_0184-r.png,train
BUS-BRA,bus_0185-l.png,train
BUS-BRA,bus_0185-r.png,train
BUS-BRA,bus_0186-l.png,val
BUS-BRA,bus_0186-r.png,val
BUS-BRA,bus_0187-l.png,test
BUS-BRA,bus_0187-r.png,test
BUS-BRA,bus_0188-l.png,test
BUS-BRA,bus_0188-r.png,test
BUS-BRA,bus_0189-l.png,test
BUS-BRA,bus_0189-r.png,test
BUS-BRA,bus_0190-l.png,train
BUS-BRA,bus_0190-r.png,train
BUS-BRA,bus_0191-l.png,train
BUS-BRA,bus_0191-r.png,train
BUS-BRA,bus_0192-l.png,train
BUS-BRA,bus_0192-r.png,train
BUS-BRA,bus_0193-l.png,train
BUS-BRA,bus_0193-r.png,train
BUS-BRA,bus_0194-l.png,train
BUS-BRA,bus_0194-r.png,train
BUS-BRA,bus_0195-l.png,train
BUS-BRA,bus_0195-r.png,train
BUS-BRA,bus_0196-l.png,test
BUS-BRA,bus_0196-r.png,test
BUS-BRA,bus_0197-l.png,train
BUS-BRA,bus_0197-r.png,train
BUS-BRA,bus_0198-l.png,test
BUS-BRA,bus_0198-r.png,test
BUS-BRA,bus_0199-l.png,train
BUS-BRA,bus_0199-r.png,train
BUS-BRA,bus_0200-s.png,train
BUS-BRA,bus_0201-s.png,test
BUS-BRA,bus_0202-l.png,test
BUS-BRA,bus_0202-r.png,test
BUS-BRA,bus_0203-l.png,train
BUS-BRA,bus_0203-r.png,train
BUS-BRA,bus_0204-l.png,train
BUS-BRA,bus_0204-r.png,train
BUS-BRA,bus_0205-l.png,val
BUS-BRA,bus_0205-r.png,val
BUS-BRA,bus_0206-l.png,train
BUS-BRA,bus_0206-r.png,train
BUS-BRA,bus_0207-l.png,train
BUS-BRA,bus_0207-r.png,train
BUS-BRA,bus_0208-l.png,train
BUS-BRA,bus_0208-r.png,train
BUS-BRA,bus_0209-l.png,test
BUS-BRA,bus_0209-r.png,test
BUS-BRA,bus_0210-l.png,test
BUS-BRA,bus_0210-r.png,test
BUS-BRA,bus_0211-l.png,val
BUS-BRA,bus_0211-r.png,val
BUS-BRA,bus_0212-l.png,test
BUS-BRA,bus_0212-r.png,test
BUS-BRA,bus_0213-l.png,test
BUS-BRA,bus_0213-r.png,test
BUS-BRA,bus_0214-l.png,train
BUS-BRA,bus_0214-r.png,train
BUS-BRA,bus_0215-l.png,train
BUS-BRA,bus_0215-r.png,train
BUS-BRA,bus_0216-l.png,train
BUS-BRA,bus_0216-r.png,train
BUS-BRA,bus_0217-l.png,val
BUS-BRA,bus_0217-r.png,val
BUS-BRA,bus_0218-l.png,test
BUS-BRA,bus_0218-r.png,test
BUS-BRA,bus_0219-l.png,train
BUS-BRA,bus_0219-r.png,train
BUS-BRA,bus_0220-l.png,train
BUS-BRA,bus_0220-r.png,train
BUS-BRA,bus_0221-l.png,train
BUS-BRA,bus_0221-r.png,train
BUS-BRA,bus_0222-l.png,test
BUS-BRA,bus_0222-r.png,test
BUS-BRA,bus_0223-l.png,train
BUS-BRA,bus_0223-r.png,train
BUS-BRA,bus_0224-l.png,test
BUS-BRA,bus_0224-r.png,test
BUS-BRA,bus_0225-l.png,test
BUS-BRA,bus_0225-r.png,test
BUS-BRA,bus_0226-l.png,val
BUS-BRA,bus_0226-r.png,val
BUS-BRA,bus_0227-l.png,test
BUS-BRA,bus_0227-r.png,test
BUS-BRA,bus_0228-l.png,train
BUS-BRA,bus_0228-r.png,train
BUS-BRA,bus_0229-l.png,train
BUS-BRA,bus_0229-r.png,train
BUS-BRA,bus_0230-l.png,train
BUS-BRA,bus_0230-r.png,train
BUS-BRA,bus_0231-l.png,train
BUS-BRA,bus_0231-r.png,train
BUS-BRA,bus_0232-l.png,train
BUS-BRA,bus_0232-r.png,train
BUS-BRA,bus_0233-s.png,train
BUS-BRA,bus_0234-l.png,test
BUS-BRA,bus_0234-r.png,test
BUS-BRA,bus_0235-l.png,test
BUS-BRA,bus_0235-r.png,test
BUS-BRA,bus_0236-l.png,test
BUS-BRA,bus_0236-r.png,test
BUS-BRA,bus_0237-l.png,val
BUS-BRA,bus_0237-r.png,val
BUS-BRA,bus_0238-l.png,train
BUS-BRA,bus_0238-r.png,train
BUS-BRA,bus_0239-l.png,train
BUS-BRA,bus_0239-r.png,train
BUS-BRA,bus_0240-l.png,train
BUS-BRA,bus_0240-r.png,train
BUS-BRA,bus_0241-l.png,train
BUS-BRA,bus_0241-r.png,train
BUS-BRA,bus_0242-l.png,train
BUS-BRA,bus_0242-r.png,train
BUS-BRA,bus_0243-l.png,train
BUS-BRA,bus_0243-r.png,train
BUS-BRA,bus_0244-l.png,train
BUS-BRA,bus_0244-r.png,train
BUS-BRA,bus_0245-l.png,train
BUS-BRA,bus_0245-r.png,train
BUS-BRA,bus_0246-l.png,train
BUS-BRA,bus_0246-r.png,train
BUS-BRA,bus_0247-l.png,val
BUS-BRA,bus_0247-r.png,val
BUS-BRA,bus_0248-l.png,train
BUS-BRA,bus_0248-r.png,train
BUS-BRA,bus_0249-l.png,test
BUS-BRA,bus_0249-r.png,test
BUS-BRA,bus_0250-l.png,test
BUS-BRA,bus_0250-r.png,test
BUS-BRA,bus_0251-l.png,train
BUS-BRA,bus_0251-r.png,train
BUS-BRA,bus_0252-l.png,test
BUS-BRA,bus_0252-r.png,test
BUS-BRA,bus_0253-l.png,train
BUS-BRA,bus_0253-r.png,train
BUS-BRA,bus_0254-l.png,train
BUS-BRA,bus_0254-r.png,train
BUS-BRA,bus_0255-l.png,val
BUS-BRA,bus_0255-r.png,val
BUS-BRA,bus_0256-l.png,train
BUS-BRA,bus_0256-r.png,train
BUS-BRA,bus_0257-l.png,train
BUS-BRA,bus_0257-r.png,train
BUS-BRA,bus_0258-l.png,train
BUS-BRA,bus_0258-r.png,train
BUS-BRA,bus_0259-l.png,train
BUS-BRA,bus_0259-r.png,train
BUS-BRA,bus_0260-l.png,test
BUS-BRA,bus_0260-r.png,test
BUS-BRA,bus_0261-l.png,test
BUS-BRA,bus_0261-r.png,test
BUS-BRA,bus_0262-l.png,train
BUS-BRA,bus_0262-r.png,train
BUS-BRA,bus_0263-l.png,test
BUS-BRA,bus_0263-r.png,test
BUS-BRA,bus_0264-l.png,val
BUS-BRA,bus_0264-r.png,val
BUS-BRA,bus_0265-s.png,train
BUS-BRA,bus_0266-l.png,train
BUS-BRA,bus_0266-r.png,train
BUS-BRA,bus_0267-l.png,train
BUS-BRA,bus_0267-r.png,train
BUS-BRA,bus_0268-l.png,train
BUS-BRA,bus_0268-r.png,train
BUS-BRA,bus_0269-l.png,test
BUS-BRA,bus_0269-r.png,test
BUS-BRA,bus_0270-l.png,test
BUS-BRA,bus_0270-r.png,test
BUS-BRA,bus_0271-l.png,train
BUS-BRA,bus_0271-r.png,train
BUS-BRA,bus_0272-l.png,test
BUS-BRA,bus_0272-r.png,test
BUS-BRA,bus_0273-l.png,train
BUS-BRA,bus_0273-r.png,train
BUS-BRA,bus_0274-l.png,val
BUS-BRA,bus_0274-r.png,val
BUS-BRA,bus_0275-l.png,test
BUS-BRA,bus_0275-r.png,test
BUS-BRA,bus_0276-l.png,train
BUS-BRA,bus_0276-r.png,train
BUS-BRA,bus_0277-l.png,test
BUS-BRA,bus_0277-r.png,test
BUS-BRA,bus_0278-s.png,test
BUS-BRA,bus_0279-l.png,val
BUS-BRA,bus_0279-r.png,val
BUS-BRA,bus_0280-l.png,train
BUS-BRA,bus_0280-r.png,train
BUS-BRA,bus_0281-l.png,train
BUS-BRA,bus_0281-r.png,train
BUS-BRA,bus_0282-l.png,train
BUS-BRA,bus_0282-r.png,train
BUS-BRA,bus_0283-l.png,train
BUS-BRA,bus_0283-r.png,train
BUS-BRA,bus_0284-l.png,train
BUS-BRA,bus_0284-r.png,train
BUS-BRA,bus_0285-l.png,train
BUS-BRA,bus_0285-r.png,train
BUS-BRA,bus_0286-l.png,train
BUS-BRA,bus_0286-r.png,train
BUS-BRA,bus_0287-l.png,test
BUS-BRA,bus_0287-r.png,test
BUS-BRA,bus_0288-l.png,train
BUS-BRA,bus_0288-r.png,train
BUS-BRA,bus_0289-l.png,train
BUS-BRA,bus_0289-r.png,train
BUS-BRA,bus_0290-l.png,test
BUS-BRA,bus_0290-r.png,test
BUS-BRA,bus_0291-l.png,test
BUS-BRA,bus_0291-r.png,test
BUS-BRA,bus_0292-l.png,val
BUS-BRA,bus_0292-r.png,val
BUS-BRA,bus_0293-s.png,train
BUS-BRA,bus_0294-l.png,train
BUS-BRA,bus_0294-r.png,train
BUS-BRA,bus_0295-l.png,train
BUS-BRA,bus_0295-r.png,train
BUS-BRA,bus_0296-l.png,train
BUS-BRA,bus_0296-r.png,train
BUS-BRA,bus_0297-l.png,train
BUS-BRA,bus_0297-r.png,train
BUS-BRA,bus_0298-l.png,test
BUS-BRA,bus_0298-r.png,test
BUS-BRA,bus_0299-l.png,test
BUS-BRA,bus_0299-r.png,test
BUS-BRA,bus_0300-l.png,train
BUS-BRA,bus_0300-r.png,train
BUS-BRA,bus_0301-l.png,train
BUS-BRA,bus_0301-r.png,train
BUS-BRA,bus_0302-s.png,train
BUS-BRA,bus_0303-l.png,test
BUS-BRA,bus_0303-r.png,test
BUS-BRA,bus_0304-l.png,train
BUS-BRA,bus_0304-r.png,train
BUS-BRA,bus_0305-l.png,val
BUS-BRA,bus_0305-r.png,val
BUS-BRA,bus_0306-l.png,train
BUS-BRA,bus_0306-r.png,train
BUS-BRA,bus_0307-l.png,train
BUS-BRA,bus_0307-r.png,train
BUS-BRA,bus_0308-l.png,train
BUS-BRA,bus_0308-r.png,train
BUS-BRA,bus_0309-l.png,train
BUS-BRA,bus_0309-r.png,train
BUS-BRA,bus_0310-l.png,test
BUS-BRA,bus_0310-r.png,test
BUS-BRA,bus_0311-l.png,train
BUS-BRA,bus_0311-r.png,train
BUS-BRA,bus_0312-s.png,test
BUS-BRA,bus_0313-l.png,test
BUS-BRA,bus_0313-r.png,test
BUS-BRA,bus_0314-l.png,test
BUS-BRA,bus_0314-r.png,test
BUS-BRA,bus_0315-l.png,train
BUS-BRA,bus_0315-r.png,train
BUS-BRA,bus_0316-l.png,val
BUS-BRA,bus_0316-r.png,val
BUS-BRA,bus_0317-l.png,train
BUS-BRA,bus_0317-r.png,train
BUS-BRA,bus_0318-l.png,train
BUS-BRA,bus_0318-r.png,train
BUS-BRA,bus_0319-l.png,train
BUS-BRA,bus_0319-r.png,train
BUS-BRA,bus_0320-l.png,test
BUS-BRA,bus_0320-r.png,test
BUS-BRA,bus_0321-s.png,test
BUS-BRA,bus_0322-s.png,train
BUS-BRA,bus_0323-s.png,train
BUS-BRA,bus_0324-s.png,test
BUS-BRA,bus_0325-l.png,test
BUS-BRA,bus_0325-r.png,test
BUS-BRA,bus_0326-l.png,val
BUS-BRA,bus_0326-r.png,val
BUS-BRA,bus_0327-l.png,train
BUS-BRA,bus_0327-r.png,train
BUS-BRA,bus_0328-l.png,test
BUS-BRA,bus_0328-r.png,test
BUS-BRA,bus_0329-l.png,train
BUS-BRA,bus_0329-r.png,train
BUS-BRA,bus_0330-l.png,val
BUS-BRA,bus_0330-r.png,val
BUS-BRA,bus_0331-s.png,train
BUS-BRA,bus_0332-l.png,train
BUS-BRA,bus_0332-r.png,train
BUS-BRA,bus_0333-s.png,train
BUS-BRA,bus_0334-l.png,train
BUS-BRA,bus_0334-r.png,train
BUS-BRA,bus_0335-l.png,train
BUS-BRA,bus_0335-r.png,train
BUS-BRA,bus_0336-s.png,train
BUS-BRA,bus_0337-l.png,train
BUS-BRA,bus_0337-r.png,train
BUS-BRA,bus_0338-l.png,train
BUS-BRA,bus_0338-r.png,train
BUS-BRA,bus_0339-l.png,test
BUS-BRA,bus_0339-r.png,test
BUS-BRA,bus_0340-l.png,test
BUS-BRA,bus_0340-r.png,test
BUS-BRA,bus_0341-l.png,test
BUS-BRA,bus_0341-r.png,test
BUS-BRA,bus_0342-l.png,val
BUS-BRA,bus_0342-r.png,val
BUS-BRA,bus_0343-l.png,train
BUS-BRA,bus_0343-r.png,train
BUS-BRA,bus_0344-l.png,train
BUS-BRA,bus_0344-r.png,train
BUS-BRA,bus_0345-l.png,train
BUS-BRA,bus_0345-r.png,train
BUS-BRA,bus_0346-l.png,train
BUS-BRA,bus_0346-r.png,train
BUS-BRA,bus_0347-s.png,train
BUS-BRA,bus_0348-l.png,test
BUS-BRA,bus_0348-r.png,test
BUS-BRA,bus_0349-l.png,train
BUS-BRA,bus_0349-r.png,train
BUS-BRA,bus_0350-l.png,test
BUS-BRA,bus_0350-r.png,test
BUS-BRA,bus_0351-l.png,val
BUS-BRA,bus_0351-r.png,val
BUS-BRA,bus_0352-l.png,test
BUS-BRA,bus_0352-r.png,test
BUS-BRA,bus_0353-l.png,test
BUS-BRA,bus_0353-r.png,test
BUS-BRA,bus_0354-s.png,train
BUS-BRA,bus_0355-s.png,train
BUS-BRA,bus_0356-l.png,train
BUS-BRA,bus_0356-r.png,train
BUS-BRA,bus_0357-l.png,train
BUS-BRA,bus_0357-r.png,train
BUS-BRA,bus_0358-l.png,train
BUS-BRA,bus_0358-r.png,train
BUS-BRA,bus_0359-l.png,train
BUS-BRA,bus_0359-r.png,train
BUS-BRA,bus_0360-l.png,test
BUS-BRA,bus_0360-r.png,test
BUS-BRA,bus_0361-l.png,test
BUS-BRA,bus_0361-r.png,test
BUS-BRA,bus_0362-l.png,test
BUS-BRA,bus_0362-r.png,test
BUS-BRA,bus_0363-l.png,test
BUS-BRA,bus_0363-r.png,test
BUS-BRA,bus_0364-l.png,test
BUS-BRA,bus_0364-r.png,test
BUS-BRA,bus_0365-l.png,val
BUS-BRA,bus_0365-r.png,val
BUS-BRA,bus_0366-l.png,train
BUS-BRA,bus_0366-r.png,train
BUS-BRA,bus_0367-l.png,train
BUS-BRA,bus_0367-r.png,train
BUS-BRA,bus_0368-l.png,train
BUS-BRA,bus_0368-r.png,train
BUS-BRA,bus_0369-l.png,train
BUS-BRA,bus_0369-r.png,train
BUS-BRA,bus_0370-l.png,train
BUS-BRA,bus_0370-r.png,train
BUS-BRA,bus_0371-l.png,train
BUS-BRA,bus_0371-r.png,train
